Maryland,13.06,.353,.430,.563,50.2,55.7,7.3,10.1,.539,14.8,22.0,.239
Massachusetts-Lowell,-1.27,.419,.344,.540,52.0,50.2,7.3,10.3,.509,19.6,28.2,.279
Massachusetts,0.23,.409,.439,.529,49.2,61.0,10.3,9.7,.481,14.2,25.3,.302
McNeese State,-9.83,.296,.352,.582,53.3,63.3,10.5,5.0,.568,16.7,31.9,.193
Memphis,1.95,.312,.347,.527,54.1,60.3,12.7,15.3,.508,18.8,33.3,.194
Mercer,-0.73,.281,.390,.582,52.7,58.4,8.8,8.7,.563,16.0,27.7,.194
Merrimack,-6.16,.274,.406,.532,46.1,46.9,12.2,8.6,.508,16.5,20.6,.187
Miami (FL),7.12,.328,.341,.512,50.7,48.4,10.7,12.2,.483,17.5,27.5,.219
Miami (OH),-1.92,.288,.381,.545,49.2,47.4,7.7,8.1,.512,13.3,26.6,.214
Michigan State,8.86,.297,.376,.527,52.7,68.5,6.3,12.3,.490,16.4,31.4,.222
Michigan,9.33,.287,.356,.605,56.0,58.8,6.6,12.7,.576,16.4,30.4,.220
Middle Tennessee,-0.36,.255,.387,.461,48.4,40.9,10.7,6.3,.429,19.9,26.1,.175
Milwaukee,-9.20,.360,.394,.539,49.1,50.2,8.4,6.3,.495,14.5,21.4,.273
Minnesota,11.99,.391,.409,.520,48.1,60.8,8.9,11.5,.468,13.2,28.9,.295
Mississippi State,4.05,.351,.264,.521,55.4,47.7,9.9,13.7,.496,17.4,36.8,.224
Mississippi Valley State,-4.23,.213,.510,.442,37.2,52.4,6.3,6.0,.424,21.7,16.2,.127
Mississippi,4.65,.326,.323,.509,52.7,49.4,12.3,11.9,.481,17.1,33.7,.215
Missouri-Kansas City,-0.36,.271,.304,.581,52.0,55.9,12.3,8.0,.572,17.0,26.5,.168
Missouri State,2.92,.380,.419,.569,53.0,50.4,6.7,6.1,.532,17.1,25.4,.281
Missouri,10.22,.419,.362,.549,51.5,50.4,8.5,8.5,.510,16.4,30.0,.296
Monmouth,-5.18,.349,.351,.547,49.8,53.7,10.1,10.3,.512,15.9,25.7,.251
Montana State,-6.33,.378,.370,.561,50.3,47.9,6.7,7.3,.521,15.8,24.4,.282
Montana,-3.32,.364,.252,.555,51.0,50.5,6.8,7.0,.506,18.5,25.7,.289
Morehead State,-3.63,.339,.377,.544,54.3,51.6,6.6,14.5,.521,20.4,31.2,.221
Morgan State,-8.66,.312,.403,.557,52.1,58.4,10.4,11.5,.520,17.2,34.2,.239
Mount St. Mary's,-3.83,.262,.374,.518,53.7,48.3,7.0,12.5,.493,18.0,31.7,.180
Murray State,-6.39,.240,.370,.582,53.7,57.8,9.8,12.0,.568,17.7,29.6,.162
Navy,-0.20,.308,.339,.532,52.8,49.3,10.9,6.7,.497,14.9,31.7,.226
Omaha,1.72,.279,.252,.482,47.5,36.8,7.4,5.1,.453,16.1,23.7,.186
Nebraska,8.77,.365,.440,.519,49.1,50.8,10.1,9.2,.488,14.9,27.0,.241
Nevada-Las Vegas,4.09,.210,.446,.538,50.8,51.5,10.4,8.5,.515,15.6,27.6,.152
Nevada,-2.35,.390,.394,.556,51.9,57.0,7.5,10.7,.510,16.0,25.6,.296
New Hampshire,-6.25,.304,.367,.488,52.3,47.3,7.9,8.2,.453,14.8,28.9,.209
New Mexico State,-2.61,.355,.469,.514,55.3,49.0,7.5,5.6,.467,15.8,32.4,.267
New Mexico,-1.72,.300,.281,.460,52.9,47.7,8.2,11.8,.435,17.4,35.8,.182
New Orleans,-8.00,.281,.291,.525,49.4,55.1,9.8,6.0,.494,19.8,29.2,.201
Niagara,-6.08,.336,.374,.505,47.1,50.3,8.5,5.8,.467,13.4,22.4,.237
Nicholls State,-8.35,.251,.372,.537,50.0,44.5,13.1,9.7,.517,15.2,28.7,.168
NJIT,-3.47,.349,.344,.498,45.8,41.0,9.1,5.7,.462,13.9,24.3,.238
Norfolk State,-8.64,.417,.357,.540,48.9,49.6,8.8,10.6,.503,15.0,26.5,.287
North Alabama,-7.83,.341,.382,.536,54.0,41.8,9.4,10.2,.496,16.1,31.3,.253
North Carolina-Asheville,-6.99,.305,.390,.559,47.6,47.1,9.6,11.1,.546,18.4,27.0,.187
North Carolina A&T,-5.76,.358,.342,.512,45.3,54.8,10.1,7.3,.481,17.4,25.3,.237
North Carolina Central,-4.55,.309,.341,.576,44.5,56.4,11.6,6.9,.550,17.9,20.8,.221
North Carolina-Greensboro,-3.92,.242,.392,.508,53.2,45.6,10.1,12.7,.483,14.1,33.2,.166
North Carolina State,5.62,.291,.334,.548,48.3,46.8,12.8,11.7,.526,15.7,29.5,.195
North Carolina-Wilmington,-5.35,.386,.372,.553,47.7,45.9,8.8,8.3,.506,13.7,27.4,.297
North Carolina,9.24,.360,.276,.508,57.5,55.6,9.3,11.7,.476,17.2,39.8,.239
North Dakota State,-4.27,.339,.359,.544,55.0,41.7,5.5,7.3,.499,17.4,27.5,.266
North Dakota,-1.27,.339,.392,.515,46.4,49.8,7.1,5.4,.481,17.4,22.5,.235
North Florida,-3.86,.263,.488,.562,48.4,53.8,6.1,8.1,.538,20.5,28.8,.190
North Texas,-3.76,.273,.364,.595,52.9,51.5,10.2,7.3,.569,17.3,27.4,.206
Northeastern,0.83,.272,.449,.555,48.8,56.3,8.9,5.1,.526,18.9,18.2,.200
