Team					Rating				Wins	Losses			Stat			Season					SOS
Texas			3.1843282733744873		11		4		1.1165848630295676		0.3760526752919488		1.6575797965168562
Oregon State			3.1672469020311427		9		7		0.4389428574191912		1.0390182238127559		0.7392858918081833
Rhode Island			3.1532827158619474		9		10		0.43129975765992135		0.8178181915965055		1.1355127062472958
Saint Mary's			3.150209634165976		11		5		1.0039417348844217		0.3373806126552733		0.5386216681866586
Providence			3.134437734928901		9		9		-0.22368113057149974		1.0303044574306692		1.6320716324971707
VCU			3.1090080318514595		13		4		1.014777535597197		0.8349395344989591		0.6321516029255049
Colgate			3.081108461576399		7		1		1.8941125529099885		1.0707350808568266		-0.01575576317450306
Oregon			3.065231887468326		9		4		0.6113866468918657		0.2849693782970845		0.7766978657037219
ETSU			2.9981117556421966		11		6		0.1388996820214943		1.1501072409529158		0.25803186397011973
St. John's (NY)			2.9792815500441487		12		7		-0.04504211265583208		1.6173086078454606		1.278358424757534
Kent State			2.972083320572756		10		4		0.919755196090361		0.8946507208084893		0.2342242442184134
Cincinnati			2.9649706763284143		4		7		-0.1984899920449857		0.6954287142621636		1.3514818282806318
Utah			2.928500707597069		8		7		-0.18457003091199445		1.485428179093218		0.9603566466454564
Davidson			2.922092653559446		10		5		1.1529935367521416		0.5095940363145676		0.422984657964085
Butler			2.8248671389027065		5		10		-0.910731086793592		1.1059538559383548		1.7732168067394296
NC State			2.82429981618816		7		7		0.24021714069608527		0.7658303192526068		1.011372974684827
Ole Miss			2.797883432148424		9		8		0.4790790828607698		1.1823808123017083		0.8464201806908619
UCSB			2.7857202706640942		12		3		2.224288419379262		0.6443214031336558		-0.7095778245099447
Georgia			2.7602545154610882		11		6		0.06739132382112968		1.2042037329673971		1.0334800501685544
Richmond			2.717647550853363		10		4		0.4253412733947229		0.30588673899411084		0.9297468498218339
Western Kentucky			2.6670010301969413		13		4		1.076911298782889		0.5934280845621728		0.13729322094360905
Georgetown			2.6644067151578286		5		8		-0.1665022375208524		0.9457432809021115		1.5419427862942827
Pitt			2.6207474551772183		9		5		0.3361848446769307		1.0430500074920002		1.1168067192995266
Clemson			2.6025007641772033		11		5		-0.4074353533378838		0.9184595011995498		1.8667467414782761
Tulsa			2.5640708414229025		9		7		-0.26532991709407855		0.9750361536076582		1.223941008182205
Drake			2.5524791178678994		17		0		1.5631059537699907		0.8659334924527176		-0.7656957853532524
South Carolina			2.4433526436110102		5		6		-0.8749494410417512		1.5690493944595898		1.429706864607667
Liberty			2.416846903666962		13		5		1.378282248415686		0.21492114678086535		-0.7605941525493154
Saint Louis			2.3334412955328356		7		3		1.0425788771800386		-0.09213416416655024		-0.037862838658230376
Wright State			2.3215936834192417		13		4		1.980633489245448		0.1415881195554659		-1.0581893994456444
Duquesne			2.3125793908966825		7		6		0.03331266268308909		0.8609869535415539		0.43999010064387517
Buffalo			2.275018359024265		7		6		0.6708166317596588		0.7291639204063389		-0.04636555999812548
Furman			2.2012029438896175		11		5		0.8043061512861162		0.6604229884911742		-0.2011150883842166
Missouri State			2.163453584589142		9		5		1.0188946191336155		0.08179478062866058		0.5522260223304908
Washington State			2.0907970071618145		11		7		0.22938126952507507		1.233142246355498		0.5709320092782599
UNC Greensboro			2.0579764704756194		13		5		0.3242657268700976		0.9345642120715326		-0.6109462569671613
North Texas			2.0140742374006493		9		5		1.1281780040264264		0.4475673340104925		-0.5837375486794969
Pacific			1.9844269123317517		5		5		-0.38360137944446054		0.4987733167136598		1.382091625104254
Wake Forest			1.915917084642522		5		8		-0.6055360946436443		0.9899491445380576		1.295363867437324
UC-Irvine			1.8832706233131824		9		5		0.8201432612447139		0.22748147203861435		0.040362197668804715
TCU			1.8818299866966521		10		7		-0.23945261113961833		0.5777350538798606		1.2392459065940162
Bradley			1.8491096162627672		9		10		0.3612496510957432		0.31406688551919204		0.3753694184606723
Indiana State			1.8223667375411359		10		7		0.19292743915658603		0.7360767410809667		0.8413185478869247
Belmont			1.7249084664339982		19		1		1.0926014220944684		0.6300492659967969		-1.6533798932383026
Louisiana Tech			1.6890241859685804		14		5		0.6287591065534147		0.4517237749660371		-0.7571930640133574
San Francisco			1.6497410801779369		10		8		0.06702677024701965		0.26768792741955444		0.19171063751893783
Vermont			1.6384892239001663		7		3		1.5772334449640715		-0.09792274076922791		-1.2775596100149385
UCF			1.636239245746542		4		9		-1.179444451423813		0.9644211995922516		2.075913686439696
Miami (FL)			1.629674933320266		7		10		-0.11646108665618853		0.7348346796188746		1.2664546148816807
Wofford			1.5292150858444498		11		6		0.7127985810241716		0.5377142048468234		0.1406943094795671
Marshall			1.5275424036614123		9		4		0.6225634774470675		0.6625938541706554		-0.05316773707004158
Coastal Carolina			1.5193191785504834		12		4		1.8405462814927072		0.35960123196059646		-1.1347138915047006
Nevada			1.4244028721451751		12		7		0.3985788755314981		0.409343337893207		-0.34396080689445463
Ohio			1.406424004510487		11		6		0.37348142945379376		0.6174845277663915		-0.29804611165902095
DePaul			1.3990573597250948		3		7		-0.525780233204595		0.704765556914224		1.366786726692443
Northern Iowa			1.3908349532442885		5		11		-0.6406492766824294		0.11567220341643042		0.8311152822790505
New Mexico State			1.3833245970405843		3		3		1.1226485393574805		-0.7749903961711794		-0.3881749578619092
Temple			1.3239371344546171		4		6		-0.22221152394355156		0.2519936024875175		1.3378774741367996
Mercer			1.292528667797361		10		7		0.9000138135611733		0.4678841498110139		-0.06847263548185278
Northwestern			1.2706333596228603		6		9		-0.2111505768580492		0.5148077244058659		2.087817496315549
Arizona State			1.1513905439203787		6		8		-1.0343523345581627		0.6242394149477778		1.3072676773131773
Washington			1.135992781875121		3		13		-1.5276722457699001		0.368706048780397		1.5963602028696113
South Florida			1.118387719407099		7		5		-0.0958800234705494		0.14539530790234398		0.8481207249588408
Pepperdine			1.0518596164696798		7		8		-0.04373422073577763		0.41266008859408687		1.2715562476856177
Little Rock			1.0495296372217928		10		7		0.7330642978224184		-0.28942037414844973		-0.7044761917060075
Georgia State			1.0180151649728342		8		4		0.4292709489140703		0.1618713065561766		-0.012354674638545018
Appalachian State			1.002066081022964		12		7		1.1185316043263707		0.010913008439005585		-0.7265832671897349
Alabama-Birmingham			0.9689654469872019		14		2		1.5403820918241042		0.07818238572380401		-1.2350460033154629
North Dakota State			0.9335115777757659		10		8		0.6649146745328272		0.019447515622223487		-0.6704653063464271
Boston College			0.8966573517681413		3		10		-0.35837608075488264		0.2835568162074869		1.8667467414782761
Texas A&M			0.8499415997723865		8		7		-0.5457459382284626		0.44293192143416177		0.7307831704682883
Murray State			0.8443588583304005		8		9		0.7406530535744839		-0.35199149483500963		-1.03098069115798
Vanderbilt			0.8421590594932002		5		8		-0.2877762367070273		0.6506431920102341		0.6083439831737986
UNLV			0.8385873942009523		6		9		-0.43101845306697245		0.29317774054321727		0.7511897016840364
Santa Clara			0.8347292892544629		9		4		0.4683039691713327		0.2591424520607231		-0.04976664853408353
South Dakota State			0.8323900332408226		10		3		0.7780435744439941		-0.15090603801621819		-0.26743631483539854
Eastern Washington			0.8258615736491444		7		6		0.3058412738756891		0.44455425544032007		-0.4646994499209653
Florida Atlantic			0.8056894226489812		7		7		1.325979277119588		-0.046378262408959633		-0.6755669391503641
Stephen F. Austin			0.792010088866565		11		3		0.9791338370947733		-0.06202283703861457		-1.408501518649323
Abilene Christian			0.7561314986745362		14		3		1.2771376373812657		0.190855660755819		-0.8626268086280569
VMI			0.7061367906165403		10		9		0.4833609020467663		0.6557059968501103		0.13559267667563005
Ball State			0.6998110511931048		6		9		-0.5496009486375246		-0.07297535708244102		-0.10078297657345425
Georgia Southern			0.6530392278951835		11		8		0.681442223837796		-0.17592511626564417		-0.7827012280330427
Southern Utah			0.646339227626368		11		3		1.1951989319073384		-0.07862859942017728		-0.8218137461965602
George Mason			0.6462661331615246		8		7		0.12139179384685887		0.1847520361728184		0.31925145761736456
Hofstra			0.5813769833552309		11		6		-0.02255434741312535		0.06072291438095592		-0.1994145441162376
UMass			0.5571358887292911		6		4		0.5315825292726848		-0.008457266232730862		0.09477961424413348
Winthrop			0.48691478872602934		16		1		1.2370656560898063		-0.23055240802041602		-1.2469498131913161
Weber State			0.4384170402558437		10		4		1.3559156116429183		0.49171106447824064		-0.8439208216802875
Nebraska			0.4094034804656569		4		8		0.05700518616071705		-0.027256928582563292		1.5470444190982195
Northeastern			0.40684050496986096		8		6		0.01404316423350407		-0.1024328786002252		0.19681227032287485
Grand Canyon			0.3755126207194831		12		3		1.7893342352640478		0.48862941791717746		-1.3421802921981416
Tulane			0.3744929664015496		7		6		-0.2326190612856089		0.7957558504644353		0.12368886679977686
Chattanooga			0.3632603037341169		13		5		0.0758441867811521		0.06357905356954896		-0.5412239419800213
UC-Riverside			0.36128638024116977		8		4		0.8465329069689116		0.17355372183509915		-0.869428985699973
South Dakota			0.29979618271398917		10		6		0.4868070864916523		0.09527513463833616		-0.5276195878361892
California			0.27047585935781027		7		13		-0.4582433665738744		0.34475486884731216		1.0589882141882399
Charlotte			0.25936811992267694		9		7		0.32225481584712934		-0.1236490704092201		-0.26063413776348243
Texas State			0.2569821747042096		11		6		0.07647438570682262		0.12419555162673092		-1.0870986520012877
Radford			0.16942024970928415		12		7		1.1613130309053572		-0.12004469094981043		-1.1483182456485328
Northern Colorado			0.14179245962172304		8		8		0.28949337761648075		-0.4866618916585752		-0.9969698057983997
Siena			0.06909536503943736		8		2		1.2653496206496946		-0.38685563457069877		-1.158521511256407
Valparaiso			0.05956772537811514		6		11		-0.33311531639900943		-0.18438742115988438		0.12368886679977686
Loyola Marymount			0.052253867237683015		8		6		0.6798191009524451		0.20577026334663207		0.07777417156434323
Western Carolina			0.014434999413574262		8		10		0.010050544065735955		-0.46883138686505016		-0.3541640725023288
Old Dominion			-0.02253552471364713		8		4		0.02635561019741503		0.15708453018331475		-0.19091182277634247
Hawaii			-0.03140783224426412		4		5		0.7446083047710195		-0.3547241491621906		0.021656210721035452
UTEP			-0.040138035991283225		8		8		-0.12800866687249102		-0.08042228178977223		0.16620247349925243
Louisiana			-0.041740541587725444		13		4		0.45295630311935997		0.43410283263841026		-0.881332795575826
Texas-Arlington			-0.05910229603813766		9		9		0.25292743807370405		-0.20851496257107377		-0.43919128590128
East Carolina			-0.10400733392047551		8		6		-0.2783949234093668		0.11999328127761559		0.6049428946378405
Oral Roberts			-0.11287272462869402		8		7		0.3665532728782221		-0.28651416818162767		-0.24532923935167122
Bowling Green State			-0.1277461481882159		10		8		-0.3878813093548156		-0.10674346050944006		-0.13139277339707667
Fresno State			-0.172518111872448		7		7		0.3407928169735502		-0.3899954243916877		-0.33885917409051747
Morehead State			-0.21259324772890165		14		6		0.6280576543984271		0.5134702389329903		-0.5616304731957696
South Alabama			-0.21476047174369922		9		8		-0.10893942639157767		-0.08109924694570415		-0.803107759248791
Rice			-0.2348823215321971		10		8		0.45558412793659736		-0.08349330650743993		-0.668764762078448
California Baptist			-0.24744211099001512		7		5		1.3009233839212484		-1.1118417244665506		-1.5275396174078548
Delaware			-0.25884030875590003		7		7		0.6182192755229261		-0.5470277465044903		-0.7214816343857979
Miami (OH)			-0.30758432677925673		8		6		-0.3863386919771902		0.5612568072207474		-0.2708374033713566
Citadel			-0.3233708153923116		9		7		1.088734338374543		-0.03919446687625641		-0.26913685910337753
La Salle			-0.3449817001682396		8		10		-0.8680641803092735		0.38890686040595396		0.9093403186060857
Eastern Michigan			-0.35048701992905024		4		8		-0.47580870178595636		-0.4694860121782608		0.49610806148718295
Southern Illinois			-0.35672941076119474		8		6		-0.40764150981705555		0.22077094574162043		-0.07357426828578986
Utah Valley			-0.3601899973053674		5		7		0.7142238580066798		-0.4151716600580529		-0.16540365875665713
Sacramento State			-0.389673075423718		6		5		0.7061618086315264		-0.4025576511630653		-1.1364144357726795
Iowa State			-0.4315277708002144		2		10		-1.8393391110721267		-0.15490828960202477		1.480723192647038
Florida International			-0.4533289870550372		9		10		0.2239888571812063		-0.5644242938660029		-0.6262511553789725
Central Michigan			-0.4771947312269349		6		11		-0.3640433833450285		-0.10024523073007041		-0.36436733811020294
Arkansas State			-0.4789138647264597		6		9		0.7069591465711058		-0.5623879430587504		-1.0581893994456444
Drexel			-0.5803020961325881		7		6		0.5966951933980899		-0.2657435732397163		-0.7758990509611265
Austin Peay			-0.5848985136760697		11		6		0.038274959725606586		-0.24131453002585418		-0.9221458580073226
Kansas State			-0.6181556773895301		5		14		-1.4648349987404679		-0.08236724714763385		1.4722204713071427
Army			-0.6352745763136878		9		4		0.06828452914952933		0.1840952364899156		0.7681951443638269
Sam Houston State			-0.658355798870218		12		6		0.1796887502169766		0.1591581354799153		-0.13819495046899272
James Madison			-0.7151682354997924		10		5		0.36120351722828264		0.19551289542828318		-0.3864744135939302
Texas-Rio Grande Valley			-0.7357665783551154		8		3		0.8655891280282668		-0.2223687575156791		-1.231644914779505
George Washington			-0.7396083632686303		3		9		-0.15819107537377666		-0.11442015380499883		-0.1688047472926152
Cal State Bakersfield			-0.7984186491036342		11		6		0.3710142987060287		0.12488517546773245		-0.7095778245099447
UMKC			-0.8002994379382763		7		10		-0.07481923085034665		0.032137005737762105		-0.005552497566628918
North Alabama			-0.8054239595108595		10		4		1.050518987685413		-0.31328465060523986		-1.2758590657469595
Montana			-0.8516377557136391		8		8		0.21783071891957811		-0.11269174267159378		-0.5089136008884199
Bryant			-0.8805384823733919		10		5		0.8811830360585455		-0.43047122944504734		-0.8473219102162455
Montana State			-0.9441590048509234		9		4		0.28723105654267056		0.10107639393646972		-1.020777425550106
Idaho State			-0.9538135661516638		8		7		1.2378464547879617		-0.4359356037101233		-1.173826409668218
Lipscomb			-0.9683803704075586		11		8		0.5162988507773301		-0.5148386534541769		-0.45449618431309113
Western Michigan			-0.9924375888716612		3		11		-0.8673074230500001		-0.0828029997568043		0.3294547232252387
Evansville			-1.1251564072022462		8		8		-0.28616656840330207		0.2520691801443222		-0.5803364601435389
Illinois State			-1.145129862363456		5		12		-0.5869949952949606		-0.10989072089882398		0.3005454706695953
Seattle			-1.1683764827122434		7		6		0.2285164080269228		-0.21871443456419803		-1.0683926650535187
UMass-Lowell			-1.2304704508217792		6		8		0.13136049793947996		-0.33993544747534143		-0.16030202595272006
William & Mary			-1.2391160310104326		6		7		-1.0967889642818236		-0.2888060117970431		-0.3082493772668951
Jacksonville State			-1.2546073949997596		11		7		0.45221269113416623		-0.507201062966136		-0.8184126576606021
Nicholls State			-1.3019472988240017		10		5		0.24467278763744102		-0.1566190944237502		-1.3642873676818685
College of Charleston			-1.3171025568079866		5		8		-0.6297468945664325		-0.2748457943932521		-0.11608787498526543
Stony Brook			-1.3221659505317274		8		8		0.3268963278221269		-0.9276075813243997		-0.8405197331443294
UMBC			-1.3762605568795026		11		4		0.5424487130900427		-0.35052453040377923		-0.9374507564191338
Stetson			-1.3922940589135118		6		9		-0.1206082506767909		-0.2406027981649543		-0.08037644535770597
UTSA			-1.4039897325709485		8		9		-0.653946391340368		-0.13120424988826299		-0.05996991414195768
New Mexico			-1.4385437365571163		5		11		-0.8080055036847578		-0.6712994649224358		-0.2368265180117761
Lafayette			-1.4406434663910919		5		3		0.45928134629452627		-1.3366253023169743		-0.6721658506144061
Wyoming			-1.457351673021686		10		8		-0.2982599654338651		0.2562535968585049		-0.5684326502676857
Troy			-1.467626832724172		9		9		-0.22922974081668548		0.09410592133267283		-0.25893359349550343
St. Peter's			-1.5712580631173705		9		6		-0.21780004965550792		-0.20361630329646016		-0.4306885645613848
North Florida			-1.6550983190374104		7		11		-0.9043802783315992		-0.44741510303309606		-0.6007429913592871
Northern Illinois			-1.6845383031014414		2		10		-1.9027109620497933		-0.15543829013337976		-0.08207698962568499
Boston University			-1.6891427423079142		3		5		-0.7012033294803912		-1.328635526100242		1.1202078078354845
Prairie View			-1.7127298028058666		7		4		-0.013531706863509192		0.08548257481520236		-1.6601820703102186
Navy			-1.7165318932056524		11		2		0.08700834051834198		-0.5936768172994726		0.021656210721035452
Northern Kentucky			-1.7496453390658098		9		8		-0.5586759197237767		-0.8260597781960631		-1.1415160685766166
Eastern Kentucky			-1.7588269620649961		14		3		0.489295883952009		-0.24444079556111303		-1.2061367507598195
McNeese State			-1.7725672898070641		7		10		0.7744015046305065		-1.1202451856890552		-1.615967919342764
Jacksonville			-1.7841576497240517		9		9		-0.036690683831411317		-0.43643650781663623		-1.1755269539361972
Iona			-1.8155903838062524		5		3		0.2801338161598849		-0.07264680537776066		-1.0479861338377703
Oakland			-1.9994544915422934		8		13		-1.1744768896510354		-0.2965330462004385		0.22402097861053927
Sacred Heart			-2.01392903901271		6		6		-0.38023564128754156		-0.9765147042865587		-0.6381549652548257
Hartford			-2.0327349070959944		10		7		-0.1687501703716624		-0.2198813034017156		-0.9306485793472177
UNC Wilmington			-2.0620064194145042		7		8		0.27410597026531053		-0.8522093658783465		-0.8541240872881616
UIC			-2.0881856683302686		8		7		-0.11881538306060911		-0.6914048053974348		-1.2537519902632321
Southern			-2.1002329025086053		4		6		-0.13582020891905638		-0.30626165584715215		-1.6397755390944704
North Dakota			-2.10704565677189		5		14		-1.1090697184883302		-0.7303661512833561		-0.16030202595272006
Towson			-2.1353021141347885		3		10		-0.8760394233632689		-1.663278457416964		-0.012354674638545018
San Diego			-2.135527336981512		2		7		-1.3706581144281125		-0.20661650812354962		0.4791026188073928
Bellarmine			-2.20350766279701		9		5		0.40327173154113705		0.004876283429801624		-0.9051404153275324
Southern Miss			-2.228775282556545		7		10		-0.2616750747667916		-0.2515556362569701		-0.668764762078448
Canisius			-2.2785310526775424		3		3		0.044189894643153545		-0.4718646227679588		-0.5514272075878954
UC-Davis			-2.2822361855986966		3		5		-0.3350021041075031		-0.5525002875205259		-0.5531277518558745
New Hampshire			-2.286678690294506		8		7		-0.17520145957407626		-1.0271733878766656		-1.0071730714062739
Gardner-Webb			-2.3413681581918615		7		11		-0.28553361674281097		-1.2896767457885732		-0.6483582308626997
Green Bay			-2.3612660962135266		5		13		-1.0163764018890538		-0.6848367215083629		-0.2810406689792307
Detroit			-2.37545334154485		6		8		-0.6232656602124647		0.03276194502775168		-0.3082493772668951
Albany (NY)			-2.4027156530630727		4		6		-0.5083784236965674		-0.4787823759215076		-0.45449618431309113
Mount St. Mary's			-2.5053280743455377		6		7		0.26908889342502074		-0.8856035812087768		-0.5956413585553502
Texas Southern			-2.516971123512938		5		7		-0.20823545852803715		-0.6380808923880021		-0.4987103352805457
Portland State			-2.530170047740966		4		9		-0.288769410330239		-1.6031981901072583		-0.5684326502676857
Morgan State			-2.5309008394120944		10		4		0.11331185185777293		-0.3540101472763362		-1.4170042399892182
UNC Asheville			-2.532727380468864		10		9		-0.2478776962176168		-0.10789881876635697		-1.1330133472367216
Youngstown State			-2.5508381739359236		8		10		-0.2434400179830343		-1.2394103986041995		-0.7895034051049588
North Carolina A&T			-2.5660531518867336		7		9		-0.8449952616837708		-0.3096071916949249		-0.9238464022753016
Campbell			-2.633843368533376		10		9		-0.28948802725889267		-0.7035270063716631		-1.1347138915047006
Samford			-2.6345422033663315		7		8		-0.6061224868539299		-0.3642877223225233		-0.3354580855545594
Monmouth			-2.6347844399927123		8		5		-0.2627596398268584		-0.49403875646919987		-0.8252148347325182
Norfolk State			-2.660740309247697		9		6		-0.28066421675563485		-0.7204856301915346		-1.4136031514532603
St. Joseph's			-2.662560799615623		1		14		-2.120786350420949		-0.2128628132495105		1.4518139400913945
Bucknell			-2.8977367166246344		4		4		0.19638839285706572		-1.3979576031263536		-0.4459934629731961
UC-San Diego			-2.9200411273846987		3		5		-0.20613994190455506		-0.7213787508502458		0.14579594228350418
American			-2.9423776831487105		2		2		-0.6439300117943135		-1.5412404170485254		-0.04296447146216743
Cleveland State			-2.966787474670116		12		5		-0.6560930240745204		-0.3267765751431506		-0.5446250305159793
Florida Gulf Coast			-2.9891900829226086		7		6		0.03470113671677947		-1.253859381865052		-0.7214816343857979
LIU			-3.0213215454034668		6		4		0.8304196973247354		-1.6392839268756625		-1.2112383835637566
Jackson State			-3.060019102515193		4		5		-0.6444869334026995		-0.10553803168294347		-1.5071330861921064
Air Force			-3.0635164170259586		4		12		-1.7949855866009798		-0.9796808859531015		0.16620247349925243
Middle Tennessee			-3.08082828347357		3		11		-1.077931146057375		-0.8795656388762174		-0.005552497566628918
Hampton			-3.0885051502601617		7		8		-0.8056808863474657		-0.4734324974812802		-1.301367229766645
Howard			-3.105975555888149		1		4		-0.8588780880615543		-0.0905165756473576		-0.3371586298225385
Cal State Fullerton			-3.111505938475742		5		6		-0.25549212093382623		-1.1304709596611686		-0.7044761917060075
Quinnipiac			-3.1229020746940575		4		6		-0.13413625178188965		-1.3220056562535563		-0.8541240872881616
Louisiana-Monroe			-3.125744715386503		4		13		-1.181408720335355		-0.6075923936955492		-1.1993345736879035
Robert Morris			-3.1421821234830327		3		9		-0.8521025402740802		-1.0373807301864073		-0.4306885645613848
Omaha			-3.1727748397296334		2		14		-1.94169141107975		-0.2514084261822594		0.348160710173008
Cal State Northridge			-3.178153921222725		6		7		-1.0917551325126735		-0.5333048288186634		-0.7027756474380286
Rider			-3.2295150730546514		4		11		-1.3655792078486448		-0.8934986386506132		-0.7793001394970847
Purdue-Fort Wayne			-3.259822252616022		6		9		-0.10928960281017133		-1.379512473642061		-1.389795531701554
Tarleton State			-3.264013471923038		3		8		-1.0630840213249582		-0.1118859512131973		-0.05316773707004158
Maine			-3.3152890477059422		2		7		-1.013039819570304		-0.7379133971205399		-0.3405597183584966
Saint Francis (PA)			-3.363352404070993		5		11		-1.0095703313648785		-1.7082232207397001		-0.37116951518211894
Northwestern State			-3.4204248891013367		5		14		-1.6545186155401457		-0.3487070162981526		-0.20961780972411173
Portland			-3.446294710011808		6		11		-1.5811131313418985		-0.9667181728066969		0.6168467045136936
Eastern Illinois			-3.4465178785965414		6		14		-1.1140326020708546		-1.5934800487029364		-0.8507229987522036
Northern Arizona			-3.4830468252161197		5		11		-1.8785809678460794		-0.775448633983039		-0.6007429913592871
Central Arkansas			-3.4900231317254473		3		13		-1.2580886602251744		-1.0345108135875858		0.2138177130026651
Milwaukee			-3.5243515866883657		7		6		-0.07389386240843689		-1.12801468886102		-1.5088336304600853
Grambling			-3.5483313737928315		7		8		-0.6060423566644715		-1.119651284361756		-1.704396221277673
