Abilene Christian,-0.4857142857142857
Air Force,-0.9714285714285714
Akron,3.6857142857142855
Alabama A&M,-4.742857142857143
Alabama-Birmingham,0.22857142857142856
Alabama State,-4.628571428571429
Alabama,2.9714285714285715
Albany (NY),-2.857142857142857
Alcorn State,-2.7714285714285714
American,-1.8285714285714285
Appalachian State,0.7714285714285715
Arizona State,1.9428571428571428
Arizona,4.542857142857143
Little Rock,2.5714285714285716
Arkansas-Pine Bluff,-4.942857142857143
Arkansas State,0.02857142857142857
Arkansas,3.2285714285714286
Army,-3.3714285714285714
Auburn,4.6
Austin Peay,0.42857142857142855
Ball State,3.4571428571428573
Baylor,4.685714285714286
Bellarmine,-5.171428571428572
Belmont,2.4857142857142858
Binghamton,-4.457142857142857
Boise State,2.7142857142857144
Boston College,-0.37142857142857144
Boston University,-0.8285714285714286
Bowling Green State,1.1142857142857143
Bradley,2.3714285714285714
BYU,3.6
Brown,-0.14285714285714285
Bryant,-2.057142857142857
Bucknell,-3.5714285714285716
Buffalo,2.257142857142857
Butler,3.914285714285714
Cal Poly,-4.514285714285714
Cal State Bakersfield,-2.1714285714285713
Cal State Fullerton,-3.257142857142857
Cal State Northridge,-2.8285714285714287
California Baptist,1.2
UC-Davis,-2.657142857142857
UC-Irvine,2.0285714285714285
UC-Riverside,-0.34285714285714286
UC-San Diego,-5.2
UCSB,0.8571428571428571
California,-0.6285714285714286
Campbell,-2.4
Canisius,-3.8
Central Arkansas,-3.3142857142857145
Central Connecticut,-5.0285714285714285
UCF,1.5142857142857142
Central Michigan,0.5142857142857142
Charleston Southern,-4.085714285714285
Charlotte,0.5428571428571428
Chattanooga,1.3714285714285714
Chicago State,-4.9714285714285715
Cincinnati,4.142857142857143
Citadel,-3.0285714285714285
Clemson,2.4285714285714284
Cleveland State,-4.142857142857143
Coastal Carolina,0.0
Colgate,0.3142857142857143
College of Charleston,-0.8571428571428571
Colorado State,2.4571428571428573
Colorado,4.457142857142857
Columbia,-3.6857142857142855
UConn,3.4857142857142858
Coppin State,-4.257142857142857
Cornell,-1.9142857142857144
Creighton,4.085714285714285
Dartmouth,-0.2571428571428571
Davidson,2.5142857142857142
Dayton,4.857142857142857
Delaware State,-5.0
Delaware,0.2571428571428571
Denver,-4.171428571428572
DePaul,1.0
Detroit,-4.0
Dixie State,-5.114285714285714
Drake,1.457142857142857
Drexel,-1.1142857142857143
Duke,4.885714285714286
Duquesne,2.8857142857142857
East Carolina,-0.7714285714285715
ETSU,3.8857142857142857
Eastern Illinois,-0.5714285714285714
Eastern Kentucky,-3.2
Eastern Michigan,0.7428571428571429
Eastern Washington,0.8857142857142857
Elon,-3.085714285714286
Evansville,-1.8571428571428572
Fairfield,-3.942857142857143
Fairleigh Dickinson,-4.2
Florida A&M,-4.371428571428571
Florida Atlantic,-0.17142857142857143
Florida Gulf Coast,-3.342857142857143
Florida International,0.6571428571428571
Florida State,4.742857142857143
Florida,4.114285714285714
Fordham,-2.914285714285714
Fresno State,0.2
Furman,2.142857142857143
Gardner-Webb,-0.9428571428571428
George Mason,0.37142857142857144
George Washington,-0.9142857142857143
Georgetown,2.4
Georgia Southern,1.542857142857143
Georgia State,1.0857142857142856
Georgia Tech,3.085714285714286
Georgia,2.1714285714285713
Gonzaga,4.942857142857143
Grambling,-2.0
Grand Canyon,-2.742857142857143
Green Bay,-1.2285714285714286
Hampton,-2.5714285714285716
Hartford,-2.7142857142857144
Harvard,3.142857142857143
Hawaii,-1.0857142857142856
High Point,-4.4
Hofstra,1.6571428571428573
Holy Cross,-4.828571428571428
Houston Baptist,-4.857142857142857
Houston,4.6571428571428575
Howard,-4.885714285714286
Idaho State,-2.6285714285714286
Idaho,-4.314285714285714
UIC,-1.3142857142857143
Illinois State,-1.5714285714285714
Illinois,4.314285714285714
Incarnate Word,-4.685714285714286
Indiana State,0.9714285714285714
Indiana,3.8
Iona,-3.4857142857142858
Iowa State,1.6857142857142857
Iowa,3.942857142857143
Purdue-Fort Wayne,-2.342857142857143
IUPUI,-4.571428571428571
Jackson State,-3.5142857142857142
Jacksonville State,-1.7714285714285714
Jacksonville,-1.5142857142857142
James Madison,-2.6
Kansas State,0.11428571428571428
Kansas,4.914285714285715
Kennesaw State,-5.057142857142857
Kent State,2.5428571428571427
Kentucky,4.8
La Salle,-1.0285714285714285
Lafayette,-0.4
Lamar,-2.085714285714286
Lehigh,-4.057142857142857
Liberty,3.2
Lipscomb,-1.7428571428571429
Long Beach State,-3.9714285714285715
LIU,-3.7142857142857144
Longwood,-3.8857142857142857
Louisiana,-1.0
Louisiana-Monroe,-1.542857142857143
LSU,4.3428571428571425
Louisiana Tech,2.657142857142857
Louisville,4.571428571428571
Loyola (IL),1.8571428571428572
Loyola Marymount,-2.2
Loyola (MD),-2.3714285714285714
Maine,-3.4
Manhattan,-4.114285714285714
Marist,-4.6571428571428575
Marquette,4.0285714285714285
Marshall,0.6857142857142857
UMBC,-2.5142857142857142
Maryland-Eastern Shore,-4.914285714285715
Maryland,4.714285714285714
UMass-Lowell,-2.3142857142857145
UMass,-0.05714285714285714
McNeese State,-1.1428571428571428
Memphis,4.057142857142857
Mercer,-0.08571428571428572
Merrimack,-3.1142857142857143
Miami (FL),0.6285714285714286
Miami (OH),-0.8
Michigan State,4.828571428571428
Michigan,4.485714285714286
Middle Tennessee,-2.8
Milwaukee,-3.5428571428571427
Minnesota,3.8285714285714287
Mississippi State,4.285714285714286
Mississippi Valley State,-5.085714285714285
Ole Miss,1.5714285714285714
UMKC,-1.8857142857142857
