0.345	0.303	0.536	52.2	56.7	8.8	11.2	0.49	15.9	32.6	0.267
0.364	0.409	0.536	48.2	47.4	10.9	10.1	0.505	15.6	26.3	0.247
0.315	0.381	0.546	50	53.3	10.6	11.5	0.511	16.5	31.7	0.233
0.345	0.299	0.529	51.7	54.4	9.9	11.7	0.499	20	29.4	0.233
0.333	0.384	0.537	51.4	48.8	9.7	8.1	0.505	17.4	32.5	0.234
0.385	0.318	0.6	56.5	53.8	10.3	9.5	0.577	13.5	33.5	0.265
0.374	0.275	0.529	52	49.6	10.4	11.5	0.496	17.4	30.6	0.255
0.372	0.33	0.548	48.2	48	7	3.7	0.506	15.1	23	0.278
0.319	0.325	0.558	48.5	55.2	9.1	8.3	0.522	14.6	26.9	0.241
0.405	0.317	0.546	49.5	53.8	7	10	0.509	14.1	29	0.283
0.308	0.401	0.519	47	55	10.7	6.5	0.486	17.1	23	0.217
0.322	0.378	0.546	53.4	45	9.2	14.1	0.516	17.2	30.4	0.226
0.315	0.38	0.522	50.1	55.1	7.9	5.1	0.489	16.6	27.8	0.222
0.4	0.354	0.506	51.3	55	7.5	11.9	0.463	18	32.2	0.28
0.331	0.374	0.562	50.3	47	10.1	5.6	0.522	14.1	29.6	0.257
0.252	0.377	0.514	47.6	47	7	7	0.491	18.3	25.1	0.169
0.38	0.33	0.547	49.4	46.4	7.2	5.1	0.503	18.6	32.2	0.284
0.329	0.343	0.519	56.5	50.8	7.7	15.1	0.48	14.6	38.7	0.24
0.316	0.374	0.515	44.9	54.1	7.8	8.8	0.483	17.8	26.5	0.218
0.358	0.333	0.541	50.7	46.1	6.8	5.7	0.515	17.4	29.7	0.235
0.297	0.259	0.512	49.6	49.7	8.1	6.1	0.484	18.3	24.4	0.2
0.295	0.383	0.534	50.8	57.4	8.2	12	0.508	19.5	27.5	0.202
0.252	0.416	0.525	48.9	50.4	8.4	7.3	0.498	18.6	25.6	0.179
0.332	0.309	0.528	55.3	50.7	7.2	7.3	0.491	15	35.8	0.241
0.321	0.358	0.511	47.1	52.6	10.3	6.9	0.471	19.1	27.6	0.236
0.329	0.343	0.549	49.2	51.6	8.3	10	0.517	15.5	23.5	0.236
0.397	0.294	0.525	54	50.3	8.2	12	0.489	15.8	32.7	0.271
0.326	0.429	0.552	48.8	55.9	10	10.7	0.514	18.1	25.7	0.247
0.29	0.379	0.532	48.7	54	10.6	11.5	0.498	16.3	29	0.215
0.344	0.376	0.554	51.5	63.9	8.7	10.6	0.516	14.7	32	0.258
0.252	0.445	0.524	51.5	50	10.6	8.3	0.502	17.6	28.6	0.169
0.316	0.387	0.504	47.7	53.7	8.9	6.4	0.478	16.6	29.3	0.204
0.346	0.293	0.496	47.8	45.7	11.3	10.2	0.46	16.1	26.4	0.235
0.291	0.359	0.532	52.8	52	9	7.3	0.506	17.3	31.4	0.201
0.311	0.355	0.514	52.5	45.8	7.4	7.9	0.486	17.5	29.2	0.208
0.365	0.403	0.514	49.7	49.1	8.6	8.1	0.484	15.1	26.2	0.238
0.353	0.394	0.508	48.6	55.3	12.8	8.2	0.477	18.4	29.6	0.232
0.35	0.329	0.564	54.7	50.8	11.2	13.6	0.541	16.2	32.8	0.234
0.325	0.309	0.439	45.9	42	7.4	5.5	0.393	19	25.8	0.228
0.28	0.406	0.548	50.4	49.5	9.7	11.3	0.521	15.3	30.4	0.201
0.408	0.266	0.561	53	52.2	7.6	13.6	0.507	15.8	30.8	0.325
0.331	0.416	0.513	49.6	55	11.4	8.9	0.484	18.1	28.6	0.22
0.239	0.439	0.553	49.7	59.3	7	11.3	0.527	16	23.4	0.177
0.347	0.304	0.522	48.9	51.9	12.3	12.5	0.486	17.8	30.5	0.245
0.26	0.291	0.527	50.7	48.9	7.8	7.1	0.496	17.6	26.3	0.191
0.312	0.405	0.579	53.2	53	9.2	9.3	0.554	13.6	24.8	0.222
0.288	0.346	0.536	50.4	50.7	7.8	7.4	0.51	16.3	27.1	0.2
0.34	0.298	0.519	48	45.7	8.2	11.4	0.484	19.9	25.4	0.238
0.326	0.461	0.551	46.2	54.3	9	8.2	0.52	16.9	21.5	0.233
0.332	0.481	0.521	48.7	48.5	9.7	6.7	0.487	17.5	23.6	0.233
0.355	0.407	0.525	49.3	46.2	8.1	8.4	0.482	16.7	29.1	0.263
0.325	0.346	0.51	49.2	51.5	6.7	9.4	0.478	18	27	0.222
0.354	0.343	0.568	54.3	44.9	8.8	10.6	0.527	15.1	35.1	0.272
0.29	0.399	0.557	51.9	48.8	10.8	7.4	0.537	15.7	30.3	0.194
0.322	0.38	0.557	54.5	53.5	7.5	7.9	0.525	15.4	32	0.236
0.387	0.312	0.574	49.7	56.9	11.9	5.4	0.554	17.7	21.4	0.252
0.347	0.347	0.546	50.6	49.5	9	7.4	0.518	19.3	27.5	0.236
0.419	0.372	0.549	49.2	59.6	9.4	8	0.525	17	25.9	0.267
0.266	0.432	0.499	50.4	62.1	10.4	11.4	0.468	19.6	28.5	0.189
0.346	0.403	0.487	48.9	58.6	10.7	11.8	0.46	18.1	29.5	0.215
0.293	0.398	0.487	49	48.5	10.2	10	0.46	18.4	25.9	0.189
0.392	0.446	0.557	53.2	53.5	7.1	10.6	0.516	16.4	29.8	0.291
0.284	0.391	0.525	48.5	50.2	10.9	14.1	0.503	17.3	28.3	0.186
0.328	0.39	0.527	49.9	50.4	7.9	7.7	0.504	16.4	26.2	0.211
0.257	0.401	0.438	46	52.1	10.9	9.2	0.411	18.5	25.8	0.162
0.377	0.431	0.532	52.9	55	6.8	11.8	0.486	14.3	31.5	0.282
0.376	0.358	0.554	49.2	55.1	9.6	6.7	0.519	16.6	27.7	0.268
0.299	0.402	0.522	47.3	54.4	9.8	8.2	0.492	16.7	25.7	0.21
0.342	0.373	0.602	52.5	58.3	9.2	10.5	0.576	19.4	31.8	0.248
0.399	0.352	0.532	52.2	56.5	10.6	15.3	0.497	19.6	30	0.271
0.26	0.364	0.542	53.2	54.4	9.4	7.6	0.515	17.9	31.1	0.188
0.254	0.433	0.517	43.8	56.3	15.2	8.6	0.493	16.3	23.2	0.173
0.287	0.365	0.526	47.1	39.4	8.3	9.3	0.489	15.2	25.9	0.218
0.263	0.415	0.522	48.7	47.5	7.4	6.8	0.492	14.5	25.9	0.189
0.308	0.375	0.56	55.1	65	7.4	13.4	0.526	15.6	32.8	0.231
0.267	0.391	0.554	50.6	52.7	7.8	10.3	0.528	13.6	25	0.192
0.311	0.412	0.516	49	52.3	9.5	7.9	0.488	17	28.1	0.209
0.295	0.395	0.509	49.1	49.1	8.1	8.5	0.476	16.1	29.5	0.209
0.279	0.409	0.521	51.9	59	6.9	11.3	0.494	14.5	31.3	0.192
0.395	0.28	0.559	55.1	51.7	8.3	14	0.515	17.5	37	0.298
0.229	0.412	0.454	42.2	41.7	9.2	6.6	0.43	16.1	23.4	0.149
0.371	0.34	0.53	49.2	54.7	10.4	8	0.488	16.7	26.2	0.271
0.293	0.354	0.546	48.2	51.4	11.9	9.4	0.521	16.9	26	0.201
0.288	0.338	0.533	54.6	46.4	9.3	7.7	0.498	17	31.9	0.215
0.357	0.404	0.521	51.5	50.3	10	10	0.47	18	31.4	0.279
0.356	0.369	0.513	47.1	52.8	11.1	8.5	0.471	15.6	25.5	0.256
0.374	0.328	0.541	50.9	48.7	8	6.8	0.498	18.5	22.9	0.277
0.264	0.273	0.549	48	46	9	9	0.522	15.6	19.6	0.191
0.307	0.336	0.507	50.4	52.1	8.5	11.8	0.483	15.5	29	0.196
0.392	0.312	0.509	53	47.1	8.3	13	0.468	18.9	35.1	0.272
0.337	0.383	0.499	50	49.9	7.6	9.3	0.462	15.4	29.6	0.234
0.394	0.318	0.568	54.5	54.1	8.1	10.7	0.535	17.2	29.5	0.279
0.323	0.391	0.502	53.3	49.5	7.9	5.4	0.468	15.9	33.6	0.223
0.271	0.3	0.528	50.1	44.4	7.2	8.9	0.5	14.9	27.2	0.193
0.291	0.395	0.491	44	54.2	9.4	6	0.472	14.3	22.2	0.174
0.341	0.402	0.529	54.7	49.8	9	8.8	0.497	16.4	34	0.236
0.283	0.429	0.561	51.8	55	7.1	10.5	0.529	14.9	25.2	0.213
0.256	0.418	0.502	54	52.9	6.8	6.1	0.477	15.9	29.4	0.172
0.314	0.469	0.567	56.4	57.8	9.5	5.7	0.539	17.2	34.8	0.225
0.375	0.368	0.561	49.4	55.4	11.1	8.1	0.526	17.4	27.6	0.27
0.393	0.265	0.551	47.7	55.8	10.6	5.5	0.507	16.9	28.6	0.293
0.242	0.365	0.528	41.1	49.5	10.4	6.5	0.497	14.6	17.9	0.182
0.254	0.372	0.537	48.9	46.3	13.5	10.1	0.507	15.9	30.8	0.19
0.306	0.333	0.486	48	46.2	8.5	8.4	0.453	14.3	25.1	0.208
0.336	0.413	0.518	51.2	53.8	11.1	7.4	0.481	17.1	31.1	0.239
0.38	0.367	0.524	51	46.7	9.2	6.5	0.488	18.4	28.5	0.262
0.34	0.385	0.549	45.7	40.1	11.5	6.4	0.525	14.3	24	0.224
0.408	0.323	0.502	49.1	55.8	10.8	9.9	0.476	17.7	28.5	0.247
0.332	0.348	0.533	49.6	52.6	11.9	8.6	0.51	19.1	29.3	0.213
0.261	0.422	0.519	52.1	46	13.3	13.7	0.501	14	33.8	0.165
0.286	0.359	0.537	49	48.6	10.6	11.7	0.509	14.7	28.8	0.203
0.32	0.336	0.522	48.1	49.2	8.9	8.4	0.488	16.6	24.1	0.227
0.335	0.291	0.5	54.9	54.8	8.1	10.1	0.466	15.1	35.2	0.227
0.325	0.456	0.566	52.6	46.8	7.1	6	0.525	13.5	23.1	0.258
0.348	0.405	0.567	52.1	49	6.6	5.3	0.527	16.9	26.6	0.267
0.275	0.522	0.578	48.8	58.2	7.1	8.2	0.549	14.9	28.4	0.21
0.309	0.41	0.59	52.4	49.6	9.6	8.7	0.561	18.4	29.7	0.232
0.263	0.397	0.579	51	50.5	11.6	4.9	0.547	16.1	24.4	0.209
0.311	0.353	0.541	50.7	51.9	9.6	5.9	0.512	15	27.7	0.216
0.261	0.461	0.572	51.4	49.7	7.6	5.5	0.556	13.5	25.4	0.174
0.281	0.364	0.504	52.9	41.4	8.4	8.8	0.476	15.1	31.2	0.189
0.264	0.415	0.583	55.2	44.9	6.9	6.4	0.556	15.7	29.8	0.2
0.328	0.456	0.531	49.9	54.3	11.7	5.6	0.501	15.6	31	0.225
0.328	0.363	0.542	50.8	48.4	7.5	10.8	0.506	19.4	31.3	0.241
0.262	0.34	0.503	47	57.4	6	9.3	0.47	14	22.2	0.191
0.251	0.453	0.532	49.6	62	8.4	9.2	0.504	12.5	27	0.184
0.378	0.379	0.521	50	57.4	8.5	8.8	0.484	17.4	29.1	0.261
0.367	0.414	0.563	53.8	54.7	7.5	10.2	0.523	16.6	30.7	0.276
0.291	0.426	0.542	51	56.5	9.5	6.8	0.517	16.2	27.1	0.2
0.35	0.339	0.518	50.7	50.1	10	12.3	0.476	17	29.4	0.256
0.313	0.389	0.524	49.2	48	8.8	11.6	0.482	14.2	23.4	0.239
0.289	0.335	0.486	53.5	44.3	10	9.6	0.453	15	30.6	0.199
0.294	0.383	0.547	51.9	45.8	9	6.7	0.514	12.4	31.4	0.22
0.391	0.346	0.557	49.7	59.1	9.1	13.8	0.513	15.3	26.6	0.294
0.289	0.373	0.567	51.5	52	11.4	9.6	0.543	15.1	32.7	0.202
0.348	0.283	0.527	56.3	45.4	8.5	11.8	0.498	15.5	33.5	0.232
0.31	0.396	0.525	50.8	53.2	10.5	12.1	0.495	13.6	29.3	0.214
0.249	0.446	0.548	49	54.4	8.2	7.6	0.53	15.8	22.8	0.166
0.33	0.375	0.545	49	56.5	8.4	10.1	0.5	15.4	26.9	0.262
0.362	0.32	0.493	48.6	54.4	11.7	10.3	0.449	15.7	32.8	0.257
0.306	0.302	0.531	50.7	46.6	11.9	9.9	0.498	14.7	36.8	0.22
0.329	0.358	0.52	45.7	55.5	7.9	10	0.49	17.9	20.2	0.223
0.408	0.267	0.525	49.5	56.4	11.6	8.1	0.483	17.6	28.3	0.288
0.347	0.358	0.542	50.2	51	8.7	5.6	0.508	18.9	26.6	0.247
0.278	0.439	0.568	50.9	52.2	9.5	5.6	0.541	16.7	25.5	0.204
0.359	0.366	0.511	51.6	58.2	11.9	9.6	0.473	16.1	33.7	0.249
0.258	0.362	0.504	53	54.2	9.8	11.3	0.478	14.6	34.9	0.177
0.282	0.513	0.543	51.2	57.9	6.6	9.3	0.509	17.6	26.9	0.215
0.317	0.39	0.552	53.1	50.8	8.1	7.1	0.533	14.1	31.5	0.204
0.371	0.291	0.505	50.5	48.3	11.6	10.3	0.469	14	30.4	0.251
0.334	0.503	0.55	49.7	56.2	8.2	5.8	0.517	16.6	25.6	0.24
0.278	0.379	0.568	49.4	56.8	11.6	7.4	0.535	14.1	22.6	0.216
0.408	0.333	0.522	53.4	51.8	9.4	7.9	0.491	17	30.6	0.266
0.261	0.397	0.536	49.5	64.7	9.5	5.8	0.515	16.5	29.2	0.175
0.291	0.3	0.516	54	47.8	9.6	13.6	0.493	15.3	32.4	0.187
0.319	0.281	0.5	52.9	55.4	10.8	11.3	0.461	16.5	33	0.23
0.336	0.392	0.532	54.7	51.6	7.1	9.8	0.494	16.8	36.2	0.246
0.341	0.295	0.558	52.3	42.1	10	7.8	0.521	14.9	32.4	0.255
0.294	0.497	0.499	47.6	52.9	6.5	6.8	0.465	15.9	26.4	0.208
0.401	0.271	0.518	54.6	54.9	10.8	12.6	0.5	15.6	34	0.232
0.302	0.362	0.584	51.8	44	9.9	5.3	0.555	13	25.6	0.227
0.378	0.322	0.511	53.7	47.3	10.9	13.5	0.467	19.8	35.4	0.272
0.301	0.356	0.546	49.4	56.2	12.2	9	0.512	16.7	28.8	0.224
0.34	0.33	0.528	48.4	45.4	9.4	9.2	0.487	18.1	28.6	0.253
0.285	0.42	0.579	52.5	55.5	10.5	8.9	0.548	14.3	28.9	0.22
0.31	0.343	0.497	48.5	50.9	8.1	8.3	0.466	18	25.5	0.209
0.296	0.44	0.545	52.6	45.7	10.2	7.8	0.515	15.2	29.8	0.213
0.339	0.46	0.499	46	55.5	8.6	8.1	0.458	16.5	24.5	0.243
0.351	0.371	0.564	48.9	57.8	9.4	8.5	0.528	16.7	21.7	0.261
0.363	0.377	0.516	48.9	43.2	8.1	8.3	0.464	12.3	27.4	0.281
0.348	0.405	0.548	50.3	55.8	9.9	14.9	0.514	16.3	29.2	0.249
0.369	0.332	0.552	53.5	51.5	7.8	8.1	0.518	16.5	31.8	0.261
0.398	0.302	0.559	49.3	44.2	11.4	12.1	0.52	15.9	26.5	0.288
0.4	0.299	0.535	51.3	46.3	6.2	4.9	0.486	18	29.7	0.3
0.335	0.365	0.516	47.4	51.2	8.5	7.2	0.483	15.6	26.3	0.23
0.368	0.297	0.512	51.3	53.5	10.6	13.3	0.486	15.5	32.1	0.231
0.327	0.364	0.58	53.1	49.9	7.1	8.5	0.554	16.2	28.9	0.231
0.393	0.33	0.594	50.5	49.9	6.4	7	0.557	13.7	20.2	0.297
0.375	0.384	0.499	52	46.9	11.4	6.8	0.466	18.9	32.4	0.244
0.354	0.345	0.509	47.8	49	7.5	5.8	0.472	17	25.5	0.245
0.317	0.357	0.5	46	49.4	10.7	5.2	0.469	19.3	28.8	0.214
0.354	0.321	0.524	52.3	55.1	9.4	13.3	0.495	17.7	30.6	0.234
0.292	0.312	0.505	49	55.7	8.1	8.9	0.476	17.5	27.9	0.199
0.33	0.412	0.533	45.8	53.2	10.1	5.7	0.497	17.5	20.5	0.24
0.317	0.428	0.557	53	60.6	8.7	9.8	0.521	16.9	34.1	0.242
0.25	0.3	0.518	51.3	56.7	8.4	8.3	0.49	19	27.9	0.18
0.35	0.32	0.54	53.8	45.9	9.4	11.1	0.504	16.8	27.9	0.251
0.339	0.295	0.519	52.7	52.1	9.8	6.9	0.487	17.2	32	0.231
0.27	0.339	0.526	52.3	54.3	8.3	11.1	0.494	15.2	30.7	0.199
0.269	0.349	0.505	49.2	46.6	9	11.7	0.471	15.6	27.9	0.196
0.3	0.311	0.495	48.4	54.5	13.2	11.9	0.46	13	29.8	0.21
0.309	0.356	0.566	49	51.3	10	10.8	0.54	19	22.6	0.218
0.437	0.274	0.573	55.5	52.3	13.9	10.3	0.541	20.1	38.2	0.302
0.384	0.325	0.53	51.9	43.2	9.8	8.4	0.499	18.6	30.4	0.256
0.328	0.434	0.519	51.8	48	9.3	13.3	0.481	17.8	29.5	0.237
0.353	0.423	0.545	49.2	55	10.6	15.1	0.505	14.4	29.7	0.263
0.3	0.372	0.511	52.6	47.5	8.2	6.5	0.481	14.5	35.7	0.207
0.333	0.35	0.496	49.7	57.7	10.8	8.8	0.46	15.8	25.9	0.228
0.32	0.376	0.554	48.2	45.2	7.2	7.7	0.518	15.9	31.1	0.241
0.319	0.374	0.557	53.6	51.9	7.5	11.4	0.535	21.3	31.8	0.21
0.217	0.425	0.505	49.4	57.2	9.9	8.3	0.483	18.7	28.8	0.147
0.373	0.361	0.533	50.8	62.7	9	15.6	0.488	17.8	30.5	0.279
0.326	0.391	0.549	52.1	54.7	8.6	8.9	0.518	22.5	30.5	0.231
0.411	0.41	0.505	49.7	52.5	9.7	10.4	0.464	18.4	31.3	0.278
0.284	0.419	0.517	49.1	59.8	8.4	7.4	0.48	14.1	26.7	0.212
0.27	0.435	0.518	51.1	61.8	10.3	13.3	0.499	18.3	32.7	0.172
0.341	0.401	0.528	49.7	53.4	9	8.5	0.485	17.9	24.1	0.257
0.343	0.311	0.526	48.5	57.9	11.7	10.8	0.489	15.3	28.6	0.246
0.271	0.425	0.527	50.1	46.1	7.9	7.3	0.492	15	27.4	0.206
0.412	0.288	0.506	50.6	44.3	8.4	7.2	0.46	18	31.6	0.29
0.358	0.28	0.542	50.1	54	9.2	9	0.499	14.2	29.5	0.27
0.345	0.366	0.556	50	61.1	11.1	11.5	0.517	17.4	27.8	0.26
0.22	0.429	0.52	47.3	48.5	8.3	11.1	0.499	18	26.6	0.151
0.371	0.424	0.554	51.5	58	8	8.8	0.513	15.4	28.3	0.276
0.333	0.334	0.534	54	46.1	8.5	9.9	0.491	15.2	33.5	0.257
0.292	0.437	0.498	49.3	57.3	8.1	7.8	0.469	17.1	30.3	0.197
0.342	0.403	0.516	44.4	48	12.1	7.8	0.478	15.2	22.3	0.243
0.398	0.343	0.535	50.1	53.7	11.1	7.5	0.496	17.5	26.3	0.281
0.374	0.333	0.528	54.2	53.4	10	10.2	0.487	16.7	34.5	0.268
0.361	0.379	0.564	56.6	62	8.8	9.5	0.523	15.6	31.8	0.276
0.345	0.374	0.533	49.6	55.1	8	12.5	0.498	17.8	24.3	0.246
