0.361	0.382	0.548	51.6	56.6	8	7.3	0.51	17.1	28.4	0.264
0.268	0.404	0.537	48.9	57.8	10.9	8.9	0.51	15.9	26.2	0.191
0.413	0.444	0.541	47.1	48.4	10	8.8	0.504	16.4	25.1	0.287
0.305	0.433	0.547	53.2	54.7	8.9	10.8	0.518	14.8	28.3	0.218
0.269	0.473	0.557	51.2	56.3	8.3	6.5	0.526	14.1	25.6	0.204
0.33	0.372	0.529	48.1	52.8	12.9	12.4	0.497	15.6	27.5	0.23
0.225	0.508	0.54	49.9	62	9.7	7.4	0.518	15.9	27.9	0.159
0.23	0.474	0.531	48	59.4	8.9	8.8	0.508	13.3	20.9	0.163
0.266	0.37	0.501	52.8	54.8	8.8	16.5	0.469	17.7	26.4	0.191
0.295	0.377	0.508	49.3	53	8.6	7.4	0.473	17	29.9	0.214
0.416	0.327	0.538	51.7	51.5	6.9	7.2	0.489	17.1	28	0.311
0.303	0.394	0.496	49.4	47.3	9.4	6.8	0.455	14.9	27.8	0.226
0.378	0.384	0.544	49.5	51.9	10.4	16.5	0.506	18.7	27.2	0.271
0.277	0.366	0.543	48.1	42.8	7.5	9.8	0.514	15.5	22.5	0.199
0.405	0.296	0.499	55.6	49.5	11	10.6	0.465	17	40	0.26
0.368	0.457	0.581	53.1	53.6	7.3	5	0.552	17.5	28.9	0.261
0.221	0.367	0.525	46.9	37.6	6.7	5.6	0.494	13.6	21.7	0.173
0.392	0.368	0.568	48.4	42.9	9.4	10.3	0.52	15.5	25.3	0.309
0.363	0.38	0.53	48.6	46.8	6.8	5.8	0.492	16.6	24.5	0.259
0.337	0.393	0.508	53.2	56.8	9.9	10.4	0.471	15.3	31.7	0.235
0.307	0.39	0.564	53.1	52.9	6.3	10.4	0.532	16.6	26.1	0.229
0.358	0.439	0.557	55.2	55.3	9	7.1	0.538	16	35.1	0.228
0.269	0.445	0.537	49.6	51.1	6.9	9.7	0.503	13.8	24.1	0.205
0.265	0.481	0.572	50.3	51.9	8.3	8.4	0.549	16.1	25	0.19
0.365	0.336	0.552	52.2	48	8.8	8.3	0.523	14.4	32.6	0.248
0.305	0.465	0.52	43.5	52.5	7.8	6.2	0.484	17.3	14.5	0.222
0.311	0.349	0.516	52.5	55.3	8.7	9.6	0.49	17	32.4	0.204
0.33	0.414	0.573	54.8	57.4	8.9	9.6	0.545	16.3	27.4	0.235
0.3	0.372	0.511	52.6	47.5	8.2	6.5	0.481	14.5	35.7	0.207
